feed,title,long_url,short_url
gNews,"Latest Stock Market News Today: Intel slashes dividend, Fed minutes in focus, Starbucks rolls out new drinks| February 22, 2023 | Live Updates from - Fox Business",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9saXZlLW5ld3Mvc3RvY2stbWFya2V0LW5ld3MtdG9kYXktZmVicnVhcnktMjItMjAyM9IBAA?oc=5,https://da.gd/3wId0q
