feed,title,long_url,short_url
gNews,"Stock Market LIVE Updates: Nifty above 23,700, Sensex rises 370 pts; Eicher Motors' total sales up 3.7% - Moneycontrol",https://news.google.com/rss/articles/CBMi7AFBVV95cUxOUHBFZWNHUVhlTkFoT3diODBuM01IY3lpVFlFQzE2Q0JiZWRvQVJRUkdCblB3UXZmRW5EbFQ1bUF4VzhIdHIxSnA2UTU3elBSNy1DZmdhZGFhRFFod0tUMVVlQWVjN1FGYmdfMXFkZDNRVk1VbW5YWGJzZmM2ZWZnLWphU1M5SUFfa0plc2c3bHp5T3ZaWWlMLTI2cHVUYmxMWHMwSWZZdmdCR19Sc0N4RHRsZmlWR2R1VXRGcmZLdkdRQm9MX0lINlJqOUpUbmFqZ2JqbDVIWUxnRUVrZ2piOTllbnFMNEl2YktaMNIB8gFBVV95cUxOeVBLMHFRV0p0NHdSbEZOaVZocVg4aFJiUEFJSTNKVmR4NURrYi1KQW9wcXQ4YXd4X3NHb3otX2s1VWw5VGpEYWRfSmk1ZzR5ZjJYVUV4cUp4V1diQk1mZlJla1BrUzFTZEF4MEJoRFZxQmdiN3NlZ3RpR0JvdllmSk9pWHpjX1o1S1BMdFlQNDdPbk0xcm9KUkdEdXh6c0xoTlpOUDI5Wkk5alBkeU9hZDJLN1dsOTVCOU9JUVNlblZwRGlYTU1sWHBjRHBSbk5CT3BFOWExaFZ6Tzl3cncyeHYyOUl0bTlqYVNoYVg2dGRJUQ?oc=5,https://da.gd/JM0z
gNews,"52 Week High Stocks Today on January 1, 2025: Muthoot Finance, Coromandel International & others hit 52 week high today ; Do you own any? | Stock Market News - Mint",https://news.google.com/rss/articles/CBMipgJBVV95cUxNRUl0c2VFYVVJcC1OTGZJYzAtak5wSmtKNlN3Y1IyelprX3lDTXlOLXpyYW9zRUFpRjIybTc2R19mQmstVHV1QkI4Y3N6cW5sNFExbEtUWjJLRTEyUV9OVzhMYU9KWXhRZjlkamJnTlZZTXNDMGRkSjdpQmZtb1pQRFNtdlVXcTRELWFjbkV3VU1ibWM5eHo1YVh2Z01mRy12Nmt1WFhXa2U5eVdlM0JkLUZ2bG1rQlQ0dl81WlRMa1Vib0FkRWR1Z2pkdUsxSHdTaVY1OFNCcy1XUVFmcU9OVlc5aFgzd3RSSHh6WU4zckJGUUc4dFZxVC00VkphNkJ0MndOVDNxcGZTRm1mSk4tVWNTWkJkSXVsdWxncmVIejdXV3JXeWfSAasCQVVfeXFMTVEybnk3SUdpRkxVRGpnVWlrUTM2aW9ycmV3cVpTSWxJVGJWc0VhRzZWUWZub3B6MkNlNlZVdmFDX1J5YzN4X0lYLVNSX2FPOEtMSkFQNkRXZEVBa1o5aDliQVJ1ZjhKVzVBcG4xS2VlYllxTDY2ZzNfbEZPY3pja0lvdG1IUU91SGZUQVVMUmJjUi0yVWdlckR1YjJ3OEE1TFRzLWp1bG9rekllUm9DZG8yTHdCZm4zZWdhWHhzM1JKLTdydURJdV9QdVBCeWJFRzh3QUhNLWIydmtUS0VpNGFnLVJCU1BXbXJhXzBBU2tEZEt1TS1nXzdmekFnbzZqMGEydHhTcURPbDA5d0lwbDhkay1FLWVlb0hhZHNvWTFseVpzNzZaVW5tX00?oc=5,https://da.gd/cSz1qH
