feed,title,long_url,short_url
gNews,"Stocks to Watch: SJVN, Kirloskar Industries, Piramal Enterprises, Suzlon Energy, and more | Stock Market News - Mint",https://news.google.com/rss/articles/CBMi6gFBVV95cUxQZktQVkFfbkp3TzRUSDF5XzJXdkhTaEIxcDJSZF9BcEgyUVVpdUV4M3BtdFNCMW1MeERhampjb01PQVBXNzF4d2ZDaDdMWkY0NXFuOXUwb0F2aEZveTlVaEZJVnZqLWhiOTlFWUVVWUFpSDdXdmFXU1p3NnJYdTItNkhXcF9LV090eC1zUEQ3TnA2REdFUUR4U1B6bnJuTTVpRVUyNEkzY1NKUEU3UEhxLTZSWW1iVnN3aWdaQnZfYTZIVVhqZEtkTklmeEtPS3dpRUloUWM2UWJKVFE4eVZzNmFJVnU3bXRVV1HSAe8BQVVfeXFMTTRiVDRCSXZ1aE5NVE1mSTg4eXljWEtfS2RDTmpRdTV2cWtULThmeDBtbWtDX1NVOHd6cFhkQVY0RW5YaGhMazZkaXo1SmY2d2Y3Vk54YzZrV0pkSWtoQmllOEY2eHFZakVmMkZ0TlAxbUsyYWZIR2xLa21ia0tYNXRzZzhXWmlWSWJJTVJOa3R2Q3JLLUloUVh1ZUVMTmVxYzdHMUFLazFFVWJoZHlVelU5Q3MyMU5oWjE1V0QxZlE0RXlZMzgyalJHUDQ2RjdrNmdocVQxbnhBbnh5SUNlX25OWFVrcVdzb01XMEpEZUk?oc=5,https://da.gd/a3Vl8j
gNews,Multibagger stock IREDA share price in focus today post business updates: Loan Book marks 36% growth | Stock Market News - Mint,https://news.google.com/rss/articles/CBMi_AFBVV95cUxOS1BabGdkQmtlcmp3XzQya2xTbUw0Wl84RjJnWlZfQWRIaHZnU3E2TDBhckZ1X0pEZVdPb0Y2SVNQSG9hbkhXVURsS0x4U2RWdVgwN1RsY2VvdEdOUUxBdkxGeDZZSVZBR2ZTVXE4MG5feEJBWEdGdnluYk9abWlvVkdMLUhfZ3VIWXh2SHR3ZUxQUmRrNG56Z3pGY2NUZURHN2dBNVAwdHJoZTZobkFNMHRaa1IwTGJCcWJqR3d2cURlZEFqM1RfRFVNMFo5OFoxTVgzZC1iQkJpVDBnVm1mbkp6bUJEdFdOUnc4djU4bEN5TjhrTVJJRmVwOWHSAYICQVVfeXFMTThfZWpCOV9LR2FoQVdrZmczdDhKTnE4ZkpTVXR5WTV3RE11NFAyR3FhanZmQTFOMVZuazBpUUJ6S09HX3FEUFNyUVpiVGowZnRKZG5iY1VoU0I0Wm8wa2hyejJCT2E5Ymh4Y3RDbWp4SmZoVG9Bb0kyanhHaDZCOV9UZk1vODNlRUdnOHZKNjh4ZXdnOXItRGxEMDcyOE1RamxfNzNqeFdfbVJWQl9VTlRyendQNjUtanRMb29YR1VDdGdEQWYydW4yWGk5VWxOZXVvVEF6MlNvRnd6djJTQm1QR19QcnhEQmxUQVVqTHNNQnVTNEtVeWdONkxFWF9BZl9B?oc=5,https://da.gd/aKQG6Q
