feed,title,long_url,short_url
gNews,"Kalyan Jewellers stock price jumps after Q3 update; strong festive, wedding demand boosts revenue by 39% YoY | Stock Market News - Mint",https://news.google.com/rss/articles/CBMihgJBVV95cUxQLVN0TzZjby1naFNEaktCcUxWOXphZEdCaGU2T05jX0dPZnJ2S0x2cmg3SzlBc051bVloTXRwNjRaeW41cTd4WDMzT2NjWlRMcFpDNnhOdFZpMDYtWW80NE45Wk4zSnZhbHRMalJGOEVlbVF1Y2RPb0dtcjVxR0k3WExyaVdxWVdVOVFFLW03aVI0MjJJX1k2TEQ5NTBaczdSWGlVNC1BdXpxQ2RMSV9VV2s0TXF3VjdvbVRMNTBsQ3Z1dVFKOVlWTXV3VU50a0k5Tk9sdGZ4SmJ4dktJWXVoclE4RVBJb3FJZjdfNnJ4WDVaczVOZW9MRmVhbTVDNVN4VlZFVlFR0gGLAkFVX3lxTE5IQ1BNbDhsbXR4Um9MSFQ1aDNHc0dCSHQ2c0xhZmVMczg1LUxrYWFqeXhLR3AyUy12X1BIWDVQT1IxSTFzSmpKNk91a2kwNTZWSHdnODhYRW16S19Cd0VoNzdBZm1yUHdHRGpQVDRGRXNuMDB2Q0pZbE1xV1ZpVUpudW10UldWRy1XVjVYWU5aYnNKQjFvaUQxMHVkQkZLaTlPeUJZRTdPeWI1bXBoV3AwRlRSQmhJVDZOS21GZ1N4VVUtMW0yQTd5T2p1Zy1QY014TlpMNGp1dlNINlZsT0VING50N1FzX3VUOTNQYTJuYnRzYnRNRzFIaTYyaXdPS0RrWTlyb2p5LTJhSQ?oc=5,https://da.gd/0NerEy
gNews,"Top Gainers and Losers today on 6 January, 2025: Apollo Hospitals Enterprise, Tata Consumer, Tata Steel, Trent among most active stocks; Check full list here | Stock Market News - Mint",https://news.google.com/rss/articles/CBMiwwJBVV95cUxQdW5tOWhzc3hCSmNDODc4aWhUSnd1dFU0NVhJZjNOa0RSdk5zSEdaY2NiQlVRWHF2amZvcVJXR0RxQlZib1VNenc5eEpxSEFxSnBKaU5BbDM2eVgzQ1RhUEtGdXJfeFdvN3Q3UGJONURMQnVWU2JjM0ZDMGF6OFplUXJLUUMzNGx4SlkwVjFmQXFhZmxpeDhNODJXS0YxNjV2TGdyTjJZcHcxMmFNOWVIYnFzTElBelY4Qi0yUEgwRkVQWmVtZGJ2bTVZZkdma1Rxd3dDOFBGLWVpUWJlVFFONkdlaXNrX1hvZHpxNEVrTkpMVGpXdjlpcGhtemtoWUpnWnVtdW02WDVsaExuMlA3Qm52M2JJT3ZwZzV5UUVIT1pWZkhZenRlWnhwY1dKX05ZQkhjaGgtNy16ckJnWll2NUdLUdIByAJBVV95cUxNYS1LOHR5QnFiODJDNEdRX0ZFLVQ3OUp4a3NpUlg1MjlTV2ZRWE5kY2Z1R21tM2pCTl9saXNVLUpXSkNnNm51NWFyTDZRN3NxNU42V1FVMGhsTlpfeDZTblVkb2pISVJQS3A5T042SlNJN3Bnd21DcklwU2RFZ1FIMHlEN2VpX1ZNeHRRNnRUR04yXzdaZHpRVGk5VHdqcUtNVEE1d1ktZ3FqZzBDY0RtQWo2WWF6N3BYczhFQmZOcVpSS2h6SmIyWUpYR2NKV1B1ZmdleFdqbUJUUzBlSklWNmxUUUJEM0Z1QWh5dEFnSFUtVFUyWEFsRVJKa0RsWm80MzZhOXFGUE1vcnl5M1oxR013ckdnYzJmLUo3YXhGdm1iRTNtT0p3dHF0enFwdVFWSXViNmxaanVmeDJ5R09zQXhmMmYyVzVp?oc=5,https://da.gd/g28OfR
