feed,title,long_url,short_url
FinboldCrypto,Dogecoin creator issues stark warning on crypto investing; Here’s what he said,https://finbold.com/dogecoin-creator-issues-stark-warning-on-crypto-investing-heres-what-he-said/,https://da.gd/KmIeh
