feed,title,long_url,short_url
gNews,PYMNTS AM Radar: Zoo NFTs; Robinhood Woes; Rich Reality; Friendly Fraud; ICYMI - PYMNTS.com,https://www.pymnts.com/economy/2022/pymnts-am-radar-zoo-nfts-robinhood-woes-rich-reality-friendly-fraud-icymi/,https://bit.ly/3O05ebW
