feed,title,long_url,short_url
gNews,"Latest Stock Market News Today: Adobe shares rise on results. Senate passes temporary funding bill | December 16, 2022 | Live Updates from - Fox Business",https://www.foxbusiness.com/live-news/stock-market-news-today-december-16-2022,https://da.gd/rAfiz3
