feed,title,long_url,short_url
WSoP,QAnon Joins Hits to Citigroup’s Brand: Dr. Evil Trade; Parmalat “Black Hole”; Enron; SIV Liquidity Puts; and Dracula Stock Options,https://wallstreetonparade.com/2020/09/qanon-joins-hits-to-citigroups-brand-dr-evil-trade-parmalat-black-hole-enron-siv-liquidity-puts-and-dracula-stock-options/,https://j.mp/3bYH27s
