feed,title,long_url,short_url
gNews,ASX LIVE: ASX dips; QBE aims 10pc growth; News Corp net income halved; REA flags higher costs; Medibank in wider probe; TechnologyOne cyberattack contained; Select Harvest cuts crop outlook - The Australian Financial Review,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmFmci5jb20vbWFya2V0cy9lcXVpdHktbWFya2V0cy9hc3gtdG8tc2xpcC1iYW5raW5nLXdvcnJpZXMtd2VpZ2gtb24td2FsbC1zdHJlZXQtMjAyMzA1MTEtcDVkN3Jz0gEA?oc=5,https://da.gd/wbZtV3
