feed,title,long_url,short_url
Benzinga,"Pomerantz Law Firm Announces the Filing of a Class Action against Immunovant, Inc. f/k/a Health Sciences Acquisitions Corporation and Certain Officers - IMVT; HSACU; HSAC; and HSACW",https://www.benzinga.com/pressreleases/21/02/n19760856/pomerantz-law-firm-announces-the-filing-of-a-class-action-against-immunovant-inc-fka-health-scienc,https://j.mp/3aA7AwM
Benzinga,"Pomerantz Law Firm Announces the Filing of a Class Action against Immunovant, Inc. f/k/a Health Sciences Acquisitions Corporation and Certain Officers - IMVT; HSACU; HSAC; and HSACW",https://www.benzinga.com/pressreleases/21/02/n19760855/pomerantz-law-firm-announces-the-filing-of-a-class-action-against-immunovant-inc-fka-health-scienc,https://j.mp/2NJnyvs
