feed,title,long_url,short_url
gNews,"ASX LIVE: ASX down more than 1pc; Telix focuses on cancer product; OZ Minerals and Mineral Resources on target;BHP, Rio, major banks tumble; Megaport at 2-yr lows; $A and commodities retreat. - The Australian Financial Review",https://www.afr.com/markets/equity-markets/asx-to-drop-as-us-rate-clouds-sink-growth-stocks-20220422-p5af9z,https://bit.ly/36Bkhs9
