feed,title,long_url,short_url
gNews,"Top stock picks | Indian Hotels, GMR Airports, SBI, City Union Bank on the radar - CNBCTV18",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmNuYmN0djE4LmNvbS9waG90b3MvbWFya2V0L2luZGlhbi1ob3RlbHMtZ21yLWFpcnBvcnRzLXNiaS1jaXR5LXVuaW9uLWJhbmstdG9wLXN0b2NrLXBpY2tzLTE5NDI5NjQxLmh0bdIBdmh0dHBzOi8vd3d3LmNuYmN0djE4LmNvbS9waG90b3MvbWFya2V0L2luZGlhbi1ob3RlbHMtZ21yLWFpcnBvcnRzLXNiaS1jaXR5LXVuaW9uLWJhbmstdG9wLXN0b2NrLXBpY2tzLTE5NDI5NjQxLmh0bS9hbXA?oc=5,https://da.gd/hZIIz4
gNews,"Stocks to buy: Titan, LIC Housing Finance, SAIL among 8 stocks that may rise 4-16% in the next 3-4 weeks, say analysts | Stock Market News - Mint",https://news.google.com/rss/articles/CBMitwFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3N0b2Nrcy10by1idXktdGl0YW4tbGljLWhvdXNpbmctZmluYW5jZS1zYWlsLWFtb25nLTgtc3RvY2tzLXRoYXQtbWF5LXJpc2UtNC0xNi1pbi10aGUtbmV4dC0zLTQtd2Vla3Mtc2F5LWFuYWx5c3RzLTExNzE4Njc4NjQ2NDc0Lmh0bWzSAbsBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy9zdG9ja3MtdG8tYnV5LXRpdGFuLWxpYy1ob3VzaW5nLWZpbmFuY2Utc2FpbC1hbW9uZy04LXN0b2Nrcy10aGF0LW1heS1yaXNlLTQtMTYtaW4tdGhlLW5leHQtMy00LXdlZWtzLXNheS1hbmFseXN0cy9hbXAtMTE3MTg2Nzg2NDY0NzQuaHRtbA?oc=5,https://da.gd/1QZsc
