feed,title,long_url,short_url
gNews,"IRDM Stock: Iridium Earnings, Revenue Top Wall Street Estimates | Investor's Business Daily - Investor's Business Daily",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZWNobm9sb2d5L2lyZG0tc3RvY2staXJpZGl1bS1lYXJuaW5ncy1uZXdzLXExMjAyMy_SAQA?oc=5,https://da.gd/VCms
gNews,Rekha Jhunjhunwala's net worth jumps ₹233 crore in 10 minutes after rise in this Tata group stock Titan Company | Mint - Mint,https://news.google.com/rss/articles/CBMitwFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3Jla2hhLWpodW5qaHVud2FsYS1zLW5ldC13b3J0aC1qdW1wcy1ycy0yMzMtY3JvcmUtaW4tMTAtbWludXRlcy1hZnRlci1yaXNlLWluLXRoaXMtdGF0YS1ncm91cC1zdG9jay10aXRhbi1jb21wYW55LTExNjgxOTY5Mjc3MjM2Lmh0bWzSAbsBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy9yZWtoYS1qaHVuamh1bndhbGEtcy1uZXQtd29ydGgtanVtcHMtcnMtMjMzLWNyb3JlLWluLTEwLW1pbnV0ZXMtYWZ0ZXItcmlzZS1pbi10aGlzLXRhdGEtZ3JvdXAtc3RvY2stdGl0YW4tY29tcGFueS9hbXAtMTE2ODE5NjkyNzcyMzYuaHRtbA?oc=5,https://da.gd/dgrWp
