feed,title,long_url,short_url
Yahoo,Trending tickers: UBS | Maersk | BP | Apple | Entain,https://uk.finance.yahoo.com/news/ubs-maersk-bp-apple-entain-trending-tickers-092822962.html?.tsrc=rss,https://da.gd/y318w
