feed,title,long_url,short_url
🔐MarketWatch,PacWest stock plummets more than 50% after report of potential sale; other bank stocks fall too,https://www.marketwatch.com/story/pacwest-stock-plummets-more-than-50-after-report-of-potential-sale-other-bank-stocks-join-in-decline-dbb89ee?mod=home-page,https://da.gd/gVZdA9
