feed,title,long_url,short_url
gNews,"Dividend Stocks: Coal India, ONGC, ITC, Power Grid among top 10 picks by Religare Broking | Stock Market News - Mint",https://news.google.com/rss/articles/CBMimwFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2RpdmlkZW5kLXN0b2Nrcy1jb2FsLWluZGlhLW9uZ2MtaXRjLXBvd2VyLWdyaWQtYW1vbmctdG9wLTEwLXBpY2tzLWJ5LXJlbGlnYXJlLWJyb2tpbmctMTE3MTc0NzAyMjY3NjYuaHRtbNIBnwFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2RpdmlkZW5kLXN0b2Nrcy1jb2FsLWluZGlhLW9uZ2MtaXRjLXBvd2VyLWdyaWQtYW1vbmctdG9wLTEwLXBpY2tzLWJ5LXJlbGlnYXJlLWJyb2tpbmcvYW1wLTExNzE3NDcwMjI2NzY2Lmh0bWw?oc=5,https://da.gd/kFgHAN
gNews,"Top Gainers and Losers today on 4 June, 2024: Hindustan Unilever, Nestle India, Shriram Finance, Indusind Bank among most active stocks; Check full list here | Stock Market News - Mint",https://news.google.com/rss/articles/CBMi3QFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3RvcC1nYWluZXJzLWFuZC1sb3NlcnMtdG9kYXktb24tNC1qdW5lLTIwMjQtaGluZHVzdGFuLXVuaWxldmVyLW5lc3RsZS1pbmRpYS1zaHJpcmFtLWZpbmFuY2UtaW5kdXNpbmQtYmFuay1hbW9uZy1tb3N0LWFjdGl2ZS1zdG9ja3MtY2hlY2stZnVsbC1saXN0LWhlcmUtMTE3MTc0OTcyMTY4NzAuaHRtbNIB4QFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3RvcC1nYWluZXJzLWFuZC1sb3NlcnMtdG9kYXktb24tNC1qdW5lLTIwMjQtaGluZHVzdGFuLXVuaWxldmVyLW5lc3RsZS1pbmRpYS1zaHJpcmFtLWZpbmFuY2UtaW5kdXNpbmQtYmFuay1hbW9uZy1tb3N0LWFjdGl2ZS1zdG9ja3MtY2hlY2stZnVsbC1saXN0LWhlcmUvYW1wLTExNzE3NDk3MjE2ODcwLmh0bWw?oc=5,https://da.gd/02U4
