feed,title,long_url,short_url
gNews,ASX LIVE: Markets Live: Australian shares down; RBA confident on pay rises; Macquarie profit up; REA revenue higher; Wall Street hammered; $A reverses; Block revenues halved. - The Australian Financial Review,https://www.afr.com/markets/equity-markets/asx-to-plunge-dow-sheds-1000-points-in-broad-sell-off-20220506-p5aj0f,https://bit.ly/3MQI7Q0
