feed,title,long_url,short_url
Yahoo,"Surge Energy Inc. Announces $40 million, 4 Year BDC Term Facility; $50 Million EDC Credit Commitment; Extension of Credit Facility Maturity to December 31, 2021; Alberta Site Rehabilitation Program Update; and Third Quarter Financial and Operating Results",https://finance.yahoo.com/news/canada-learning-code-launches-comprehensive-111500067.html,https://yhoo.it/3jT3FfR
