feed,title,long_url,short_url
gNews,"Latest Stock Market News Today: Stocks rebound, Salesforce cutting 10% workforce, job openings, Twitter's political ad rules. | January 04, 2023 | Live Updates from - Fox Business",https://www.foxbusiness.com/live-news/stock-market-news-today-january-04-2023,https://da.gd/51ck
