feed,title,long_url,short_url
gNews,ASX LIVE: ASX gains; Ramsay considers Asian JV sale; Fanatics buys PointsBet US unit; Qantas exec shake-up; Musgrave rejects Westgold bid; CPI data at 11.30am AEST - The Australian Financial Review,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmFmci5jb20vbWFya2V0cy9lcXVpdHktbWFya2V0cy9hc3gtdG8tcmlzZS1zLWFuZC1wLTUwMC1yYWxsaWVzLWJyb2FkbHktMjAyMzA2MjgtcDVkazA30gEA?oc=5,https://da.gd/ROOf7
