feed,title,long_url,short_url
gNews,ASX LIVE: ASX flat; BOQ hit by $260m blow; Karoon flags higher costs in Brazil; IGO gets WA nod for plant; B&L Group names new CEO; $A eyes US68¢; gold at one-year peak. - The Australian Financial Review,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmFmci5jb20vbWFya2V0cy9lcXVpdHktbWFya2V0cy9hc3gtdG8tcmlzZS11cy1zdG9ja3MtcmFsbHktb24tam9icy1wcmljZS1kYXRhLTIwMjMwNDE0LXA1ZDBkN9IBAA?oc=5,https://da.gd/PjXJH6
