feed,title,long_url,short_url
gNews,2 reasons why Axis Bank shares tanked 7% today; should you buy stock? - Business Today,https://news.google.com/rss/articles/CBMizwFBVV95cUxOSVUwS0lUTU5qVXpEV1FXc08xSWFkSWp4WkI3TXZKTXpqTUxUTE1nTXQxOFVrb1dSSHlDR2lfQzJTODFnRTBKVFNfRTUteTB3VlhGbXdBMElxQ1JIeVJ0ZVViMjlxbE5xWjZkamRWd1FYOHJTcHhDZWlwUnhzZWpDUmZUR1VxX2FmUFoxZHF6WjkxYTI3TjJwWnQwVmxoa0lXOTFFa05QVUFJZE9kYk9oa1dMSHU4VFRuU2NnMUktVmtOSURLLWI2MjZHczVkclk?oc=5,https://da.gd/hmHPIH
gNews,"Sensex Today | Stock Market LIVE Updates: Sensex off day's low, drops 100 pts, Nifty below 24,400; bankin... - The Economic Times",https://news.google.com/rss/articles/CBMi0wFBVV95cUxNelYtNEFpSTNwX3lfZjVWeTQ3QUNyRXQ4YktFUEN3ZDlJMHVoZzlERHpRR0UtQV9TVUJ1RmRmNGV5TFNQTllEZXFzdElyNHpuSnB0R1ZMOWRnQVJfYnNkWXJMaG1xbDl6Nm5BLXd2d3lOdlJwRGRxWmVHMmNmN3pER0luYmt3eE1FVmlCLTBLX1ZUby1HcUZabHNzOUt1b3I4SUU4M2Z2bEhNcXU4OS16MVphMEFxalUwTHFyRFdNSTBfUWVVa2QxNGUtbDg0OVZjaWlF0gHYAUFVX3lxTFBBT3d6T1lrcjc1R1JVTlJLMUhEMFJaaWlhTXlfZklEclg0LUcyM3FJU2ZZSEtDb2p6RXMyQ2NSM01QYVYyZ0FXbGZUZ0thWkRQak11d04xdG9PNzZiS2pLX21aSEh1Qi1yTU9XTEdfUnFTcDJrWXllY1N1RHh1b3BLcm5vdGsteWY0NDNmOHVReTNFMFE4amJKTkhSSkN5NHlyelQ4ZzBweE5KVkU5Q25yQmNIRENFdm9MWFJRd2NPdTVwQmFqVlE3anlQOXpfSXlja1JSTzFCXw?oc=5,https://da.gd/98518B
