feed,title,long_url,short_url
gNews,"Latest Stock Market News Today: Meta settles class-action suit, Senate passes government spending bill | December 23, 2022 | Live Updates from - Fox Business",https://www.foxbusiness.com/live-news/stock-market-news-today-december-23-2022,https://da.gd/vbIaR
