feed,title,long_url,short_url
gNews,IBD Stock Of The Day Positioned To 'Substantially Absorb' Trump Tariffs; Eyes Buy Point - Investor's Business Daily,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNS3BHT0w0dHhlSG5kQVJta19UaXJVb0xhT1U1ZTl2cWtKUlJLWkJta1pmczRzM2FnRnZJTzc2Q1R4OGJyeTlzNmt4cTYyUjNhYUhHc3ZoTDJuNzhjQ0kwQ0xJTnhqSXdMb1N2UWZVaktHUDI2b3JldnV3NThBUzFHZ2VqSmp1dzZsM2Nyb2RmcFZRVzQ3cE9ZUFdtQlZSZGw1UFZ5bFM3Z2c2aGxDNFNnVDR4NWE3Q3BnQUtwRDhvc2w?oc=5,https://da.gd/HBhJU
gNews,"Mazagon Dock Shipbuilders Q4 Results: Net profit drops 51% to ₹325.3 crore, revenue up 2.3% YoY; Dividend declared - Mint",https://news.google.com/rss/articles/CBMijgJBVV95cUxNV3k0WFVNaG5wQTNZYVBoWDJwb2d2aDQ2Z1BndGVHck5mMmdCU2hrNmFrV3lrS0FKbVBES1k1dVVhTkJKdTVpZnlRdDlxdjYyNlZjSFpWNDc4VVNSdjNNOHltV1NnWWg4QndIQWR0QzVQT3lPc1pORno3QlZxd21wejUyWmlFOHc2TnI2RGc1Qm04TlhEQ1EwbEhwX3ZoR01HMHBZSjBGN0dXY0xTck02MTNnbHYwSlBXZXp1TWg5WWF4LWFPVkMtV0MxTloxUm1oVkgzcjBnNGo4NGNJVHR4ZVBzcWJfWmRnbFd4NnU0T192aFFOR1YxQWNtdFIyUHE3Y2pyaWFNYm1OcW9FRmfSAZMCQVVfeXFMTzk0R0h0MlQyR3hVZTMtRWJBeUUzTFhnc19aTjBiMF9ZV2NwTkFYS1ZqN21JSVZuVVdPU1lSNlNoMG14MXpxZlB5UnZTNUFDVmN6ZWoyMDRLcHBHU1BKMFBrNTFOdTE0enltZjVwdmVBLVlhc1YwQ05QaVdFUmVoOThzY2JVdzdhWjloYTc2aVVSTlZLUjZxZXZPWEZsczRVYlpqUXZoMnJMdlRBZVkwcjluSnZfQzdnLWRrNDJPdEJWWko5S1FoNVlQNnJsU1NfZ1AweUdUOEdEZERLRS1Hd2N2cGdJSUZCU0pPazA0Ny1MbGpCVFIzVUJUU2lweVVCb2FzS0RMMVVPWmdaVHFYRnEycVE?oc=5,https://da.gd/dRkf
