feed,title,long_url,short_url
gNews,Sebi may revise ₹500 cr derivative exposure limit for institutional investors | Stock Market News - Mint,https://news.google.com/rss/articles/CBMijgJBVV95cUxNa1RUVUhYZUppd2Nrd0VGdk1JcHMwcDdPeXVMazJ5QWx5eGtEQ1M4YkNLTzJNTUtBQ3ZXeC1xNUVIQmZNUlRvN3M0VXB2N2hDaGFwenA3OERBa09QVzJqRnhUNmM0dGpJVkpHMmpBcXdkQmUwVUZHSXc5azAxb00wZzh3OElyVUhNc1dPVkltUjhpZVBsWTlxTm8zUUJZNXlteGZTaFlxU0c5VkhfMnA0em5yRUxzQk5adGxjZm93V0RXV1FXaTZjQ2xBUV91V0hPQkJQbU5QSnN4YTMzdFRyUkRqZkNhUEFHZjktVmZNMVNqWEZET29zbXFiNkxDeFVPeU9McjlkTTBKSENvVUHSAZMCQVVfeXFMT2kxcUpFWWJZX2p1b3dxd1UzLVM0Y01sd256ekYtUWVpWWVLazQxRVRqQk5OTGE2Z0pIaDZ1ZFZrMmtQajR4dWltbWFjc3FfS0dLaUlyVDRLU3RJYVN2QUJSRmRNTkI0dVdnS1RyX0NBeC0xS3IzbnpiOG9WcnI5Y3ZkcTRqMjQyQW11TU5NbDhfSDlaT2l5cVdhd3FwOUN2MVdFNjNMNkFEWDJocVBwV0VXbV9KWU1KdFJ0akdrSzVINDlnYUF1aHdvODhqRjBoZEV1TkhIOEh4RlVUYmNhWVRDbTJubktOdkFSMFZnT082bXlTSzFhSmtuMVpJZXVPZjlncmNMMkZrMUdHUTJUQUJ2WUk?oc=5,https://da.gd/ikaN8
gNews,"Stock Market News Today Live Updates on January 11, 2025 : Sebi may revise ₹500 cr derivative exposure limit for institutional investors | Stock Market News - Mint",https://news.google.com/rss/articles/CBMixAFBVV95cUxPUnhvZk10bExVU3hoV3ZKLTNHdlZ5em9BLXFKcmw1bjVhX3F4dE41YmgzZGFMVmVRbnQ4UmdmTkJHRDJ6WHdtRlVMVDV2R3hDdlJSR3BaVDdpZldsWktEYnZ3amVXbTNYRktqSFhMTnM5X0l1cVppNFJyNW44TkRqeXFucUc5VmZQVC1PcGhDc1BwVmRCZEZUT29fOE05T3lOejlORUxLZjNQX25KSlNLWjllLUZSTWswMTdjdEZadkRJRllf0gHKAUFVX3lxTFBHcFZBQy1iSF9tQUpfc0NpaE05bE5HcXUtZ0U5M0thSkg4eDdXUGFfU09vTkZNNDFCMEI3dGNBcFJybWx3TjJFLXZjTEkzR3MtR3ZsMFNJdGdxVTJZNXJjQV9TcVd4T3M5cGowUUVlZEFERnE4LUd4TlZpZV9RTFNOaEFrMWkzeWw2cTF6eGRDTXlDZmFMcm5tRm52TWVINExPQU9zVno3V2pCMmhEVzBPQmNTQ3llY2JSY1hMVnZicGdPZmlrUHV2U1E?oc=5,https://da.gd/wGcjKs
