feed,title,long_url,short_url
gNews,"Stock market today: BSE Sensex surges over 500 points;; Nifty50 above 22,500 - The Times of India",https://news.google.com/rss/articles/CBMiyQFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9idXNpbmVzcy9pbmRpYS1idXNpbmVzcy9zdG9jay1tYXJrZXQtdG9kYXktYnNlLXNlbnNleC1uaWZ0eTUwLWFwcmlsLTI5LTIwMjQtZGFsYWwtc3RyZWV0LWluZGlhbi1lcXVpdGllcy1nbG9iYWwtbWFya2V0cy1vdXRsb29rLXRvcC1yZWFzb25zL2FydGljbGVzaG93LzEwOTY3NzgwMC5jbXPSAQA?oc=5,https://da.gd/grgPA
