feed,title,long_url,short_url
Yahoo,Trending tickers: Microsoft | Alphabet | First Republic | Meta | GSK,https://uk.finance.yahoo.com/news/microsoft-alphabet-first-republic-meta-gsk-trending-tickers-095506333.html?.tsrc=rss,https://da.gd/wmaYW
