feed,title,long_url,short_url
gNews,"Latest Stock Market News Today: Twitter suffers outage. Cal-Maine shares fall on profit miss | December 29, 2022 | Live Updates from - Fox Business",https://www.foxbusiness.com/live-news/stock-market-news-today-december-29-2022,https://da.gd/M7wH
