feed,title,long_url,short_url
gNews,Bumper Debut | Thaai Casting lists at over 141% premium to IPO price on NSE SME - Moneycontrol,https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvaXBvL2J1bXBlci1kZWJ1dC10aGFhaS1jYXN0aW5nLWxpc3RzLWF0LW92ZXItMTQxLXByZW1pdW0tdG8taXBvLXByaWNlLW9uLW5zZS1zbWUtMTIzMzYzNzEuaHRtbNIBjQFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvaXBvL2J1bXBlci1kZWJ1dC10aGFhaS1jYXN0aW5nLWxpc3RzLWF0LW92ZXItMTQxLXByZW1pdW0tdG8taXBvLXByaWNlLW9uLW5zZS1zbWUtMTIzMzYzNzEuaHRtbC9hbXA?oc=5,https://da.gd/1AoPJX
gNews,"Goldman Sachs downgrades SBI, ICICI Bank, Yes Bank; upgrades Bajaj Finance and reiterates buy on HDFC Bank. Check detail | Mint - Mint",https://news.google.com/rss/articles/CBMiugFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2dvbGRtYW4tc2FjaHMtZG93bmdyYWRlcy1zYmktaWNpY2ktYmFuay15ZXMtYmFuay11cGdyYWRlcy1iYWphai1maW5hbmNlLWFuZC1yZWl0ZXJhdGVzLWJ1eS1vbi1oZGZjLWJhbmstY2hlY2stZGV0YWlsLTExNzA4NjYyMTM1Njg1Lmh0bWzSAb4BaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy9nb2xkbWFuLXNhY2hzLWRvd25ncmFkZXMtc2JpLWljaWNpLWJhbmsteWVzLWJhbmstdXBncmFkZXMtYmFqYWotZmluYW5jZS1hbmQtcmVpdGVyYXRlcy1idXktb24taGRmYy1iYW5rLWNoZWNrLWRldGFpbC9hbXAtMTE3MDg2NjIxMzU2ODUuaHRtbA?oc=5,https://da.gd/HiDyz
