feed,title,long_url,short_url
gNews,Share Market News: Nandan Denim Shares Hit Fresh 52-week High | Check Details Here - MSN,https://news.google.com/rss/articles/CBMi7gFBVV95cUxONENCNkUzOExuRml2dWR2dVJIUEhFU2hHdmZQNVhrRVpZdmp2eFVzRVFqanlTeHBPWTNqSnJDUjNtM1lWYjFmbFh2alU0UFJzM0FtTU42aEsxRjJGZmI5aWZ3RWtpM2dEOGhTeGt5bDhXY2J3SkgxU3NrQWtRaWNHQk5ya0h2VjNCa3RxQ01aSVNjUThSXzNMZk1DYnpTaG1tM0tuOUFRQjdFbWR6bFYyT1ZYNlMwTkx1VUNyWklGaFU3MTRSUU1NY3huQXJsY1lucGpHYzhuRFJCY0llRHBvNFZGNUg2dmFlR2dZYS13?oc=5,https://da.gd/8RBqYb
gNews,Wockhardt stock plunges 5% following Congress' allegations of corruption against SEBI chief Madhabi Buch | Stock Market News - Mint,https://news.google.com/rss/articles/CBMi9wFBVV95cUxPaDBkR2V3cVF0RG9XR1MyNzJqQXZVUm1lSGE1MnlUYldWMnh4Q1VGQ19acnpyZm92UWNRUkR3WVUxWlRnOHhpZVQ3cGRjcFNseEUyZTR6QnVEV0lISUFRamVEQU5VdURfWnNEYXdLZFc4a3lnRExkdTlxaWZqelYxWFpoeUJ6TVh4X0pnb1g3SGVKeXFTYWZSUVJSb25wN3ozVUQ2aGtySjNGcnk0WXhvek41YXZ6TE42a01xMER5QjZSS1d5ekhuNHNFM3plOVp3LTJjRElpVWxDSkFuUGZxYXQ1S2U1bjV5c2V2aDZkeU1vTm1DVHZ3?oc=5,https://da.gd/amTBC
