feed,title,long_url,short_url
gNews,"Latest Stock Market News Today: Apple, Amazon earnings, Meta shares jump, Disney-Peltz fight heats up | February 02, 2023 | Live Updates from - Fox Business",https://www.foxbusiness.com/live-news/stock-market-news-today-february-02-2023,https://da.gd/W5V7Fn
