feed,title,long_url,short_url
gNews,ASX 200 Live: ASX to open soft; ANZ Bank in Worldline joint venture; $A returns below US75¢; Wall Street slips; oil and wheat retreat; VIX gains; US bonds mixed. - The Australian Financial Review,https://www.afr.com/markets/equity-markets/asx-headed-for-losses-20220401-p5a9y8,https://bit.ly/3qTmBS3
