feed,title,long_url,short_url
gNews,FPIs double down on Nifty option sales ahead of MPC policy outcome | Stock Market News - Mint,https://news.google.com/rss/articles/CBMikgJBVV95cUxQSjNVYzNrdWJJaU9UcWZwWFVfOFFIYnhrb0xWcDBwbDZWbUZINWljMm5GWkotUE01bXB5VHVybGVfbEdKd0gzTDAzb0tzYkFzZjVVWGRDVTJzSUlZTUdEZGtDOEpJbkRkSFFydVdYVDhrUWVJRmFPeGJMNmsyeVhYVWdmbWc3d0swaGJRQzcxOVBwcjN2US1zb2FaSlRPZE5vOW9LTG5ON3NKS3FLNmdrdl9NSE9MZ2pJRG9MNHp4N3o5Nld2aDQ5Z3VCX3pXOU9SU0pYTTVEblloZ1VrMWNUVzhDMXI4bTAxTTlCQUIyOGY0MnZabmE2N3EzTGRzZHJXaFJFVl9lTlYzS3NQOWhfODhB0gGXAkFVX3lxTE5XR3VxY2thZWFtMExHM1Fxdk04M0dpRVhMQkJ3XzhHcVRkOVUyLWUxdkhSYjFrR19qTzYzTUpLYjFSbEZFZWhlLWJlRkdTMW1GNU85dVlKWVRuRVFVSkdCVXV2OUJaeUJRWXY0UzVRcG5zblB1NGVhQTNmc0laVTB2cDRZNi1XMWtOQnBQeXZYNVFoakFEYmVYUmtib2xXUVFqbU9QV0hCVEFraTZTbFlGdnpJZF9DcFZqSm9pWGlhVVBJTGlSQjNVelh6WnJtWVlRMnhKMUo5TlMyNGwtbEM5R0k5S29feVo1RWxsaDRiSHdjdmhLdnJxcXFIaG5YcUo0ZktuLWlta0dEVkZBVTNETmxRNmdGcw?oc=5,https://da.gd/8Y9gmX
gNews,Sensex jumps 500 points; what is driving the Indian stock market higher? EXPLAINED with 5 key factors | Stock Market News - Mint,https://news.google.com/rss/articles/CBMi_gFBVV95cUxNRWJaN1M3MklNNWhMX2lleHU4YTR3dWhfcThwRTVRU3VHTGNudFBuOTBSeFZ5NmJhZ0lDV3VncG56cUpDUlp0OHBnRFZqOTdmaXItN1JFN3pudWVuZS1OUWNpdW0ySEg1eXFQS1p2MC1wbGpvcWZYQnVocGlkeUdHTVNiZW05SWd6cDJ3cmJ3VmVyWHkwOE16NW5rZjBScFNCZFBGMVctQWF6eFg3YlpPVmpJY0JtVUNHUHJUdk5mTlRuaTZaMExuRzBOOVhOMk1xODJfVWx3cjE1WlkwRF9WVnFrZEdaSkpsWHdxN2ZlWERYa2FhbUwyUW0tTW5Mdw?oc=5,https://da.gd/TnPR
