feed,title,long_url,short_url
Robinhood:Snacks,"⚔️ Apple's Epic battle | Tuesday, May 4, 2021",https://snacks.robinhood.com/newsletters/5mrz8IgUB1Bjuc9ILsHQOj/,https://j.mp/3xEn0d3
