feed,title,long_url,short_url
gNews,"Billionaire 'Bond King' Jeff Gundlach warns stocks will crash, predicts a weaker dollar, and questions bitcoin in a new interview. Here are the 10 best quotes | Currency News | Financial and Business News | Markets Insider - Business Insider",https://www.businessinsider.com/billionaire-investor-jeff-gundlach-stock-market-crash-dollar-bitcoin-2020-10,https://j.mp/3ltW3Sf
