feed,title,long_url,short_url
YahooFinance,Trending tickers: Netflix | Easyjet | Tesla | Babcock,https://uk.finance.yahoo.com/news/trending-tickers-netflix-easyjet-tesla-babcock-103122719.html?.tsrc=rss,https://da.gd/1TRGC
