feed,title,long_url,short_url
gNews,"Bondada Engineering IPO: Check GMP, subscription status on day 3, other key details | Mint - Mint",https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L2lwby9ib25kYWRhLWVuZ2luZWVyaW5nLWlwby1jaGVjay1nbXAtc3Vic2NyaXB0aW9uLXN0YXR1cy1vbi1kYXktMy1vdGhlci1rZXktZGV0YWlscy0xMTY5MjcwNDY5MjUwNS5odG1s0gGMAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvaXBvL2JvbmRhZGEtZW5naW5lZXJpbmctaXBvLWNoZWNrLWdtcC1zdWJzY3JpcHRpb24tc3RhdHVzLW9uLWRheS0zLW90aGVyLWtleS1kZXRhaWxzL2FtcC0xMTY5MjcwNDY5MjUwNS5odG1s?oc=5,https://da.gd/evr5U
gNews,"BHEL, India Cements, 10 others placed under F&O ban list on NSE for August 23; check full list | Mint - Mint",https://news.google.com/rss/articles/CBMioQFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2JoZWwtaW5kaWEtY2VtZW50cy0xMC1vdGhlcnMtcGxhY2VkLXVuZGVyLWYtby1iYW4tbGlzdC1vbi1uc2UtZm9yLWF1Z3VzdC0yMy1jaGVjay1mdWxsLWxpc3QtMTE2OTI3MjI0Njk0NzkuaHRtbNIBpQFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2JoZWwtaW5kaWEtY2VtZW50cy0xMC1vdGhlcnMtcGxhY2VkLXVuZGVyLWYtby1iYW4tbGlzdC1vbi1uc2UtZm9yLWF1Z3VzdC0yMy1jaGVjay1mdWxsLWxpc3QvYW1wLTExNjkyNzIyNDY5NDc5Lmh0bWw?oc=5,https://da.gd/rrbowh
