feed,title,long_url,short_url
Robinhood:Snacks,"🌮 The Yelp economy | Wednesday, June 16, 2021",https://snacks.robinhood.com/newsletters/54fsSmVD9q1yF2P4z5Qy9n/,https://j.mp/3cG86tV
Robinhood:Snacks,"🚙 Lordstown Motors, unjuiced | Tuesday, June 15, 2021",https://snacks.robinhood.com/newsletters/1QYl1TwLnXJZ5skLYT8Ds2/,https://j.mp/3qauX6x
Robinhood:Snacks,"🧢 Netflix pulls a Disney | WEEKLYMonday, June 14, 2021",https://snacks.robinhood.com/newsletters/7Kx3ILkPTkUU1EpjaVEiu7/,https://j.mp/35hxlP1
