feed,title,long_url,short_url
gNews,"Vishal Garg, the CEO who mass-sacked employees over Zoom, suffers epic SPAC disaster as Better.com shares nosedive over 90% - Fortune",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8wOC8yNS9iZXR0ZXItdmlzaGFsLWdhcmctc3BhYy1zdG9jay1jcmFzaC_SAUdodHRwczovL2ZvcnR1bmUuY29tLzIwMjMvMDgvMjUvYmV0dGVyLXZpc2hhbC1nYXJnLXNwYWMtc3RvY2stY3Jhc2gvYW1wLw?oc=5,https://da.gd/GAbJFp
gNews,Vishnu Prakash IPO Day 2: Issue subscribed 10.63 times; retail portion booked 12.88x | Mint - Mint,https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L2lwby92aXNobnUtcHJha2FzaC1pcG8tZGF5LTItaXNzdWUtc3Vic2NyaWJlZC03LTUtdGltZXMtc28tZmFyLXJldGFpbC1wb3J0aW9uLWJvb2tlZC05ODZ4LTExNjkyOTU0MzYyNzYzLmh0bWzSAZEBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9pcG8vdmlzaG51LXByYWthc2gtaXBvLWRheS0yLWlzc3VlLXN1YnNjcmliZWQtNy01LXRpbWVzLXNvLWZhci1yZXRhaWwtcG9ydGlvbi1ib29rZWQtOTg2eC9hbXAtMTE2OTI5NTQzNjI3NjMuaHRtbA?oc=5,https://da.gd/3weiHR
gNews,"Pyramid Technoplast IPO allotment finalised today: GMP ahead of listing, here's how to check allotment status | Mint - Mint",https://news.google.com/rss/articles/CBMisAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3B5cmFtaWQtdGVjaG5vcGxhc3QtaXBvLWFsbG90bWVudC1maW5hbGlzZWQtdG9kYXktZ21wLWFoZWFkLW9mLWxpc3RpbmctaGVyZXMtaG93LXRvLWNoZWNrLWFsbG90bWVudC1zdGF0dXMtMTE2OTI5NTYzMjI4OTguaHRtbNIBtAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3B5cmFtaWQtdGVjaG5vcGxhc3QtaXBvLWFsbG90bWVudC1maW5hbGlzZWQtdG9kYXktZ21wLWFoZWFkLW9mLWxpc3RpbmctaGVyZXMtaG93LXRvLWNoZWNrLWFsbG90bWVudC1zdGF0dXMvYW1wLTExNjkyOTU2MzIyODk4Lmh0bWw?oc=5,https://da.gd/lZlOlB
