feed,title,long_url,short_url
gNews,ASX LIVE: Australian shares up; Coles sets $25m for pay shortfall; Rio plans WA desalination plant; Synlait flags NZ sales; Adairs cuts guidance; Bubs hit by lower sales - The Australian Financial Review,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmFmci5jb20vbWFya2V0cy9lcXVpdHktbWFya2V0cy9hc3gtdG8tcmlzZS13YWxsLXN0cmVldC1yYWxsaWVzLWJyb2FkbHktMjAyMzA2MDItcDVkZGJk0gEA?oc=5,https://da.gd/RfaIh
