feed,title,long_url,short_url
Robinhood:Snacks,"🇺🇦 The impact of Russia sanctions | Thursday, February 24, 2022",https://snacks.robinhood.com/newsletters/2aFNNo1cLzMdtzoAVyyeFI/,https://bit.ly/3HeLkWf
