feed,title,long_url,short_url
Benzinga,"Alion Awarded $87 Million Task Order to Provide Research, Development, Test and Evaluation of Vertical Launching System (VLS); Interface Test Set; In-Service Engineering Agent of the Future; and Live, Virtual, and Constructive Development for the Naval Surface Warfare Center Port Hueneme Division",https://www.benzinga.com/pressreleases/21/01/n19307613/alion-awarded-87-million-task-order-to-provide-research-development-test-and-evaluation-of-vertica,https://j.mp/39hiEhR
