feed,title,long_url,short_url
YahooFinance,Trending tickers: Apple | Adobe | Pfizer | Currys,https://uk.finance.yahoo.com/news/apple-adobe-pfizer-currys-trending-tickers-112455981.html?.tsrc=rss,https://da.gd/TlRbfg
