feed,title,long_url,short_url
gNews,"ASX LIVE: Markets live: Australian shares retreat; Wall Street hefty losses; Pendal revenues up; AUB completes $350m equities; $A 2-year lows; Bond yields 2-yr highs; Oil, gold, iron ore fall on global growth concerns. - The Australian Financial Review",https://www.afr.com/markets/equity-markets/asx-to-slide-a-drops-iron-ore-tumbles-20220510-p5ajw1,https://bit.ly/3ystHSe
