feed,title,long_url,short_url
gNews,"Penny stock turns multibagger in five years, soars over 6,500% | Stock Market News - Mint",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNbERzSkV4dVk1TFEydDZ0OW1pWUdKTEV6VXNCWV9TX2VocEQ0bElQWGpCbFo5em43RlZUV3lyczZqNld1bWVNUm5vWEotZV85ZjkxcE95WmFPbVVHUWhmYkw3VWlNVWFoOF9LbzluZjVjY2I0OFVNWEpXeXBzcld6N1g3NEQ5S1d0ZkdqR3E2dmd1eXhpRTJNUThxMmxPTGJFckJabTNuVGtzd0ZDWWdib2J0ZjRSM2Fkb1dKVXlCdjlsSEVpWnBSN1poZEw0UWFHSWF5TWhmNUlHcHp1cTNmUTNR0gHnAUFVX3lxTE9rVHUzbHg0VWZTWjdFUHBXQjI0MklqSktucmZnQUpSWG1tOHJtSFZoTkJ2c0JMQmcteFR5dGlyaEZWSGluZDQyX1RyZGdWMC1XMmRUbGVRZVVBdWdRbDdDY3JKSWhNdjIxNFhraEctc2RsWEFROXRTVEhnS3VJUVZQWUVPY2c4ZUdONmFvY3U5bWJ3Y1I0U2JNRzZBVGpJemhJalNTZ0tERTJHMWpsNHJUVFhRbWpjejNMUFRzenFHektLUFlwdlQxYkhtdUJaejJqWWEwRFh4R1g2ZWxpY0xqUHFsUFA1TQ?oc=5,https://da.gd/KW9QLf
gNews,"Stocks to buy or sell: Sagar Doshi of Nuvama recommends L&T Tech, Indus Towers, Indian Hotels today | Stock Market News - Mint",https://news.google.com/rss/articles/CBMi-gFBVV95cUxOSnBxbTMwbGJiTS1BUkdzNFRTU1FRNlowNTdhMDc3aUo3OGRrWTRweW9VS2N2My1PcUJMajBXWW1zMFJXNndGazJTY3plbXljaTVtSU54NmMwUFdfT1ZxWEZNdW4xSWd3bVBDSlBOVUtHLUhUekRrYWRFTlFVTURUamVNazZ1cE0yVkJ5LVNhMExKX3VLX3JIdmpMX3ZDTDVGU0JHZnpIQVktcUxBdDdMX0xkOE5PYjh4OFB4d2UwQTRSQUNpdWt4b2dicTR4RTc4UC13cEVFaGpUNzIyV3pDemtnNXMyRjN3ZHJQSU5DZE01WkZsTnVRN1VR0gH_AUFVX3lxTE5IeFVNRlhpd19MSlBsYW1yNThLQmgyeDVpLTRYVTNVQnpqblRDcFNtajZxMi1tdzI2VGxRWEJqcERvblp2bmJHX1cyd2FVMjQxN1JwM2RmUHdOTHBya29nN0lpMFFqeVdYUENPU0xnUzctUXZ1RGlkc3g1X2F5QklBR0tORzEwWTFmUnhrRnV3Mnc2T2ZLSzRzMGhhR3R0ZVlpZHNZc0h6OW52YXVvT242UjJEX2hNRkx5emVza2pEdlRTN05zS1pUQWQyOHQ3MC1HeUFYaE5sSTJBcy1vcDNLWi1XNFp4UHRudWxjZjBuODJGalUtZHI1WlNWR05aOA?oc=5,https://da.gd/qgV4iR
