feed,title,long_url,short_url
Benzinga,Mid-Morning Market Update: Markets Open Higher; IHS Markit Reports Mixed Q2 Results,https://www.benzinga.com/news/earnings/20/06/16352913/mid-morning-market-update-markets-open-higher-ihs-markit-reports-mixed-q2-results,https://j.mp/2YYyOpS
