feed,title,long_url,short_url
gNews,"Stocks to Watch: Maruti, Tata Motors, BoB, Delta Corp, ITC, Adani Enterprises | Mint - Mint",https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3N0b2Nrcy10by13YXRjaC1tYXJ1dGktdGF0YS1tb3RvcnMtYm9iLWRlbHRhLWNvcnAtaXRjLWFkYW5pLWVudGVycHJpc2VzLTExNjg5MTIyMDYwMTA5Lmh0bWzSAZEBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy9zdG9ja3MtdG8td2F0Y2gtbWFydXRpLXRhdGEtbW90b3JzLWJvYi1kZWx0YS1jb3JwLWl0Yy1hZGFuaS1lbnRlcnByaXNlcy9hbXAtMTE2ODkxMjIwNjAxMDkuaHRtbA?oc=5,https://da.gd/du7BuV
gNews,Mutual funds investment: Stock market rally over? Why MF investors are betting big on contra funds explained here | Mint - Mint,https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy5saXZlbWludC5jb20vbW9uZXkvcGVyc29uYWwtZmluYW5jZS9tdXR1YWwtZnVuZHMtaW52ZXN0bWVudC1zdG9jay1tYXJrZXQtcmFsbHktb3Zlci13aHktbWYtaW52ZXN0b3JzLWFyZS1iZXR0aW5nLWJpZy1vbi1jb250cmEtdmFsdWUtZnVuZHMtZXhwbGFpbmVkLWhlcmUtMTE2ODkxNDQyMjUyODIuaHRtbNIBvQFodHRwczovL3d3dy5saXZlbWludC5jb20vbW9uZXkvcGVyc29uYWwtZmluYW5jZS9tdXR1YWwtZnVuZHMtaW52ZXN0bWVudC1zdG9jay1tYXJrZXQtcmFsbHktb3Zlci13aHktbWYtaW52ZXN0b3JzLWFyZS1iZXR0aW5nLWJpZy1vbi1jb250cmEtdmFsdWUtZnVuZHMtZXhwbGFpbmVkLWhlcmUvYW1wLTExNjg5MTQ0MjI1MjgyLmh0bWw?oc=5,https://da.gd/bhbQvO
