feed,title,long_url,short_url
gNews,"Latest Stock Market News: Crypto crisis hits FTX, stocks cautious after mega rally, Home Depot’s Veteran’s Day surprise | November 11, 2022 | Live Updates from - Fox Business",https://www.foxbusiness.com/live-news/stock-market-news-today-november-11-2022,https://fxn.ws/3DUP4N8
