feed,title,long_url,short_url
gNews,"ASX 200 Live: Shares drop; Woolworths CEO threatened with jail at hearing; Macmahon buys Decmil; Imugene sells US facility; Suncorp, Vicinity seek funds; $A slump - The Australian Financial Review",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmFmci5jb20vbWFya2V0cy9lcXVpdHktbWFya2V0cy9hc3gtdG8tZmFsbC1hcy1zaG9jay1qdW1wLWluLXVzLXNwZW5kaW5nLXdlYWtlbnMtY2FzZS1mb3ItcmF0ZS1jdXRzLTIwMjQwNDE1LXA1ZmsybdIBAA?oc=5,https://da.gd/MrUzE
