feed,title,long_url,short_url
gNews,"Latest Stock Market News Today: Sweetgreen shares fall, Musk sells more Tesla shares | November 09, 2022 | Live Updates from - Fox Business",https://www.foxbusiness.com/live-news/stock-market-news-today-november-09-2022,https://fxn.ws/3G18F0X
