feed,title,long_url,short_url
gNews,US DOLLAR / TURKISH LIRA (USD/TRY) : Stock Market News and Information | | MarketScreener - Marketscreener.com,https://www.marketscreener.com/quote/currency/US-DOLLAR-TURKISH-LIRA-2398517/news/M-S-CEO-MACHIN-SAYS-HAS-STRONG-PLANS-TO-PROTECT-TURKEY-SUPPLIES-8230-42250069/,https://bit.ly/3EgSivH
