feed,title,long_url,short_url
Yahoo,Levi Strauss CFO: 'We are honored' to partner with Beyoncé,https://finance.yahoo.com/news/levi-strauss-cfo-we-are-honored-to-partner-with-beyonce-143058460.html,https://da.gd/PoTZu
Yahoo,NVIDIA Corporation (NVDA) Positioned as Top Pick in AI Sector; CEO Huang Anticipates Billions in Revenue from High-Demand Blackwell GPUs,https://finance.yahoo.com/news/nvidia-corporation-nvda-positioned-top-161625828.html?.tsrc=rss,https://da.gd/D9tRt
Yahoo,"Alphabet Inc. (GOOG)’s Waymo Partners with Hyundai for Autonomous IONIQ 5 EVs, Expands Robotaxi Fleet; Google to Integrate Ads into AI Search Summaries",https://finance.yahoo.com/news/alphabet-inc-goog-waymo-partners-161324553.html?.tsrc=rss,https://da.gd/MjYCL
